_ACN,Time_Date,Time_Local Time Of Day,Place_State Reference,Aircraft 1_Aircraft Operator,Aircraft 1_Mission,Aircraft 1_Make Model Name,Aircraft 1_Flight Phase,Component_Aircraft Component,Person 1_Function,Person 1_Qualification,Person 1_Human Factors,Events_Anomaly,Events_Detector,Events_When Detected,Events_Result,Assessments_Contributing Factors / Situations,Assessments_Primary Problem,Report 1_Narrative,Report 1_Synopsis
2123001,202405,0601-1200,US,Air Carrier,Passenger,B737 Undifferentiated or Other Model,Cruise,Oil Filter,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,Automation Aircraft Other Automation,In-flight,Flight Crew Diverted; Flight Crew Inflight Shutdown; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,FL350 engine 2 oil filter bypass flashing on display.  Ran oil filter bypass non normal checklist.  Checklist directed engine shutdown and landing at nearest suitable airport.  [Requested priority handling].  Nearest airports ZZZ and ZZZ1 were blocked by thunderstorms.  We drifted down and turn toward ZZZ2.  Coordinated with dispatch to divert to ZZZ3.  Landing uneventful.,B737 Captain reported receiving oil filter bypass warning during cruise at FL350 for engine number 2.  The crew performed an engine shutdown and diversion to the nearest suitable airport.
2123555,202405,0601-1200,US,Air Carrier,Passenger,B777-200,Cruise,Fuel System,Flight Attendant (On Duty),,,Aircraft Equipment Problem Critical; Flight Deck / Cabin / Aircraft Event Smoke / Fire / Fumes / Odor; Inflight Event / Encounter Fuel Issue,Automation Aircraft Other Automation; Person Flight Crew,In-flight,General Evacuated,Aircraft; Human Factors,Human Factors,Halfway through the flight; while we were over Location X; the cockpit informed us the fire indicator light was on for the forward cargo compartment. The fire extinguishers were deployed below; which the crew could hear in the front of the cabin. Due to these cooling measures; the IFE (In-flight Entertainment) overheat warning light came on; and we soon lost the IFE system and WIFI.  We began to prepare the cabin; shutting everything down in the galleys; all while trying not to alarm the passengers. While waiting for more information from the cockpit; we began looking up ditching procedures in our manuals to mentally prepare. Pilots informed us we were diverting to ZZZZ1 with a precautionary landing. On descent; the plane could not fuel properly. It was communicated to be prepared to look for any smoke or fire upon landing; and possibly evacuate by slides. Upon landing we were met by vehicles who inspected the aircraft before we could deplane. The deplaning procedure was to be with the XL door deplaning in sections by ramp stand; while all of the crew manned our doors in the armed position. It took hours to get buses; deplane; and go through customs with all our passengers.  Many of our passengers were asking us what to do; as the company had communicated nothing to them. While all together; we were told by ops that we would continue on to ZZZZ that evening with the passengers; on a new aircraft; have a 28 hour layover; and deadhead back. This was agreed upon as we all had time to decompress; rest; and felt safe on a different aircraft. We were given a minimum rest day layover; with our schedule showing we were continuing on to ZZZZ that evening.  There was no communication from the company; until a hour before pick up; when our schedule changed to ferry the same aircraft to ZZZ1 instead of continuing to ZZZZ. This was not the agreed to decision. After being rushed to the aircraft; we then sat for roughly three hours; as the plane was not ready to leave. Time that should have been spent in our hotel rooms; decompressing from such a traumatic experience. Coincidentally; because we were on the aircraft; we were present when cargo containing it taken off that was still smoking; and hot to the touch; 18 hours or so after the fire was first detected. The cargo was carted off with no further inspection of the heat and smoke source. This is incredibly unsettling. When we reached ZZZ1 at XA:15 in the morning; we did not have hotel rooms; and were once again given a minimum rest layover. At no point did the company reach out to me; there was no debrief; and to my knowledge there was no follow up on the cargo. Suggestion: Please consider having Airlines report the reason for any and all diversions; complete with inspections. Furthermore; if a fire extinguisher is deployed; please ensure reports and investigations are mandatory. The company completely dismissed us; and we have not heard anything on an investigation into the cause and findings in the cargo. Additionally; please consider mandating crews are removed from flights after [priority handling] and diversions for mental health and rest.,Cabin crew flying on a B777 aircraft reported that the aircraft had a cargo fire and diverted.
2124024,202405,1801-2400,US,Air Carrier,Passenger,B737-800,Cruise,Pressurization Control System,Pilot Not Flying; First Officer,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Time Pressure; Troubleshooting,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Maintenance; Deviation / Discrepancy - Procedural Weight And Balance; Deviation / Discrepancy - Procedural MEL / CDL,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft; Procedure,Aircraft,About 45 to 50 minutes into the flight we were at cruising altitude of 34;400' when Auto Fail light illuminated. This was written signed off per MEL and aware we were flying with one Pressurization Controller. I was the Pilot Flying. I transferred controls and began running the QRC. A few minutes later; trying to control the cabin; per QRC; and setting up a diversion to ZZZ [airport]; as we were 90 miles NE of ZZZ. Suddenly; the ALT Warning Red Illumination light flashed. Both the Captain and I donned our masks and established Crew communication. The Captain notified ATC he was descending. I began running checklist; setting up the FMC and doing all I could to get set up for the ILS [runway] XXL and make the Captain's job easier as he was flying. I don't quite remember a lot of details when we started our descent; but ATC did [provide priority handling] for us. I ran all checklists. We did not drop Cabin masks; because there was still oxygen in the cabin. Crew F/As (Flight Attendants) all did a phenomenal job as the aircraft safely reached ZZZ.Suggestions: Not fly with only one Pressurization Controller .,B737 flight crew reported aircraft MEL'd with one operational pressurization controller which failed resulted in a divert and an overweight landing.
2124432,202405,1201-1800,US,Air Carrier,Passenger,B737-700,Cruise,Generator Drive,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Situational Awareness; Time Pressure; Workload; Troubleshooting,Aircraft Equipment Problem Critical,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Overcame Equipment Problem,Aircraft,Aircraft,In cruise around ZZZ VOR; we had the #2 Drive light illuminate. We ran the Electric Drive QRH; which instructed us to disconnect the #2 Drive and start the APU and connect it to the affected side. About 10-15 minutes later the APU had a fault and shut down. We re-ran the drive QRH; which instructed us to land at the nearest suitable airport due the single power source condition. After that; we ran the APU fault QRH. At this time; we were about 140 NM from ZZZ; and we determined that was our nearest suitable because we were still in cruise at FL380. We [requested priority handling] and requested direct to ZZZ.  ATC gave us direct; and we relayed our Souls on Board and fuel status. I sent a message to Dispatch about our status and that we were continuing to ZZZ. I then informed the Flight Attendants of our status and had them clean up early. I didn't inform the Passengers about our #1 Generator status after discussing it with my FO and Jumpseater. We were all in agreement that we shouldn't cause any extra stress for the Passengers. The weather was VFR in ZZZ; and we were also very busy coordinating with ATC. The rest of the flight was uneventful.,B737 Captain reported a failure of the #2 Generator Drive; followed by an APU auto-shutdown due to a fault. Flight continued to destination.
2124476,202405,1201-1800,US,Air Carrier,Passenger,B737-700,Cruise,Generator Drive,Pilot Flying; First Officer,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Situational Awareness; Troubleshooting; Communication Breakdown,Aircraft Equipment Problem Critical,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Landed in Emergency Condition; Flight Crew Overcame Equipment Problem,Human Factors; Software and Automation; Aircraft,Aircraft,At cruise altitude near the ZZZ VOR; the #2 Drive light illuminated. The QRH Checklist was completed; which directed us to disconnect the drive then start the APU. The APU was started; and the generator connected to the #2 side. After about 10-15 minutes; the APU failed; leaving us with one electrical generator. We reran the checklist for the Drive light without an operable APU. This directed us to land at the nearest suitable airport. The Crew; including a Company FO in the jumpseat; discussed and all agreed that ZZZ was the nearest suitable airport as we were only 140 miles out. We [requested priority handling] for a direct flight path to ZZZ. After this; we ran the APU fault QRH. The Captain briefed the Flight Attendants and we all agreed there was no need to brief the Passengers. We decided that would create unnecessary stress on the Passengers. The Captain informed Dispatch of the situation as well. We continued to ZZZ which was VFR at the time. We landed without any further issues. The airport did dispatch the emergency vehicles. We did not request this and did not need any further assistance from them. This was an aircraft malfunction and was handled per standards and procedures. I don't believe there is much else that can be done to prevent this from occurring again. It happens and I believe we are trained properly to handle these situations.,B737 First Officer reported a generator drive malfunction during cruise. The crew continued to the destination; which was the nearest suitable airport; and landed.
2124845,202405,1201-1800,US,Air Carrier,Passenger,B737-800,Climb,Turbine Engine,Pilot Not Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,ATC Issue All Types; Aircraft Equipment Problem Critical; Conflict Airborne Conflict,Automation Aircraft TA; Person Flight Crew,In-flight,Flight Crew Took Evasive Action; Flight Crew Landed in Emergency Condition; Flight Crew Diverted,Aircraft; Human Factors,Aircraft,"Flight started out uneventful. Aircraft X had previously flown in the morning; but it was the first flight on the aircraft for us. We started #2 and single engine taxied to Runway XX. We started #1 and had our two-minute warm up requirement. This takeoff was planned with Windshear Advisories in effect and was a max thrust takeoff at around 102.5 N1. Takeoff was uneventful. About 25 to 30 minutes after departure climbing through FL260 we experienced a #2 engine failure. First Officer was the Pilot Flying and I; Captain; was the Pilot Monitoring at the time of the occurrence. The #2 Engine banged loudly followed by vibrations. I quickly scanned our engine gauges and observed a red EGT indication and Engine Failure Alert on the #2 Engine. I directed FO to continue flying while I further analyzed situation and announced the condition and appropriate QRC. Due to the loud bang and vibrations as well as red EGT digital readout; I suspected that we had severe engine damage. I [requested priority handling] with ZZZ Center; briefly described our situation; and requested them to stand by. We performed and completed the QRC Severe Engine Damage;"" as trained. We did not have a fire indication or overheat so we did not fire the bottles. At that time; I questioned the severe damage; due to the fact that we had N1 and N2. My initial assessment was that it was severe; so I proceeded with the most conservative option. We then proceeded to the QRH. We; at that point; assessed our position and diversion plan and determined that ZZZ was the nearest and most suitable airport with weather and NOTAMs.I requested delayed vectors to continue our preparations and checklists. ATC began to vector us (heading and altitude) for landing at ZZZ. Once we completed the QRH critical items; FO and I transferred controls and I became the Pilot Flying; FO the Pilot Monitoring. FO did an exceptional job completing the remaining QRH Items and required performance data for the diversion preparation and brake cool module. During the vectors; ATC brought us parallel to our final approach course with anticipation of vectoring us around until we were ready. This caused the FMC course to dump the approach. We noticed this and had to reload and re-brief the approach adding additional work and possibility of errors. FO did a great job in quickly reprograming and verifying its accuracy. Once our checklists were completed and all notifications to Flight Attendants; Dispatch and Passengers were completed we advised ATC that we were prepared to continue for Single Engine landing in ZZZ; with emergency vehicles standing by. We were at this time in contact with ZZZ Tower; who vectored us very close to VFR traffic in the area. This caused a TA. Knowing that I would not receive RA guidance (QRH step); I elected to react prior to ATC instructions and immediately deviated left of instructed heading to avoid traffic that was climbing and indicated 700 ft. below us. FO quickly advised Tower of our new heading in which ATC had no problem with. We were re-vectored to final and had an uneventful landing on Runway YY. We exited and requested Fire Assistance to walk around our aircraft and assess any other conditions that we may not be aware of. We got the ""All clear"" and we parked uneventfully at the gate in ZZZ. Maintenance Logbook entries were completed.""",B737-800 flight crew reported engine failure during climb. Diverted and landed uneventfully.
2125295,202405,,US,Air Carrier,Passenger,A320,Descent,Turbine Engine,First Officer; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,,Aircraft Equipment Problem Critical,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Flight Crew Inflight Shutdown; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,I was the pilot flying. We had just begun our descent with all briefings and checklists completed. Between 30 and 29;000 feet I felt and heard a small jolt. I thought the Captain had dropped a water bottle on the floor; but I also felt almost imperceptible yaw. We immediately looked at the ECAM and saw that engine 2 had automatically reduced itself to idle; with all other parameters normal at that instant. However; this was quickly accompanied by ENG 2 Stall ECAM. The Captain immediately assigned me to continue flying duties while he completed the ECAM. Because the EGT was climbing rapidly and out of limits; we followed ECAM procedures to shut down engine 2. [Requested priority handling] and we were cleared directly to the airport. The Captain checked FM non-normals for ENG 2 Stall and reviewed notes warnings and cautions. He then notified Dispatch; completed a briefing with the flight attendants; and made a passenger PA. After a discussion with the Captain; we decided that he would be pilot flying for the landing. We were set up originally to land on runway XL; however they offered us landing on XX to expedite our arrival. We accepted this; and I verified on the landing distance non-normals table that this would be acceptable with the wind component. We were cleared directly to a fix on the ILS; which we briefed. However after arming the approach; it became clear to me that the localizer was not reliable. I loaded the RNAV XX in the box to give the Captain backup guidance; although we were visual with the runway at this time. We were cleared for a visual approach. I queried ATC if the localizer was active for XX; and they turned it on. After receiving positive identification; I reloaded the ILS and used this to backup the visual approach. After landing; we exited the runway and asked airport rescue and firefighting (ARFF) to inspect the number 2 engine for anomalies. After receiving word that nothing was out of the ordinary; the Captain made a PA to the passengers; and we taxied to the gate.,A320 First Officer reported landing safely after the in flight shutdown of the number 2 engine.
2125620,202405,1201-1800,US,Air Carrier,Passenger,B737 Undifferentiated or Other Model,Takeoff / Launch,Engine,Pilot Flying; First Officer,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),Time Pressure; Troubleshooting; Workload; Distraction; Confusion,Aircraft Equipment Problem Critical,Person Flight Crew,In-flight,Air Traffic Control Provided Assistance; Air Traffic Control Issued New Clearance; Flight Crew Returned To Departure Airport; Flight Crew Landed in Emergency Condition; Flight Crew Overcame Equipment Problem; Flight Crew Requested ATC Assistance / Clarification; General Flight Cancelled / Delayed,Aircraft,Aircraft,Climbing through 5000 ft. We got a right engine overheat. After running the immediate action items; running the QRC and QRH; we [requested priority]; coordinated with Dispatch; Maintenance Control and Flight Attendants and returned to ZZZ.,B737 First Officer reported an engine overheat indication and return to departure airport.
2125661,202405,,US,Air Carrier,Passenger,B737 Undifferentiated or Other Model,Initial Climb; Takeoff / Launch,Turbine Engine,Pilot Not Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,Workload,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Weight And Balance,Automation Aircraft Other Automation,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport,Aircraft,Aircraft,On climb out after takeoff; we had a eng 2 overheat illumination. Did the immediate action items; [requested priority handling]; referenced the QRC then finished with the Flight Manual (FM). Engine operating at idle and no other indications. FM did not direct to shut down the engine. Notified Dispatch and Maintenance Control. Briefing was given to the Flight Attendants and passengers were notified. Diverted back to ZZZ with an overweight landing. Taxied back to the gate with no other issues.,B737 Captain reported engine overheat during takeoff climb. Flight returned to departure airport.
2127078,202406,1201-1800,US,Air Carrier,Passenger,B737-800,Cruise,Engine Air Anti-Ice,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Distraction; Time Pressure; Troubleshooting; Workload,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Weight And Balance; Inflight Event / Encounter Weather / Turbulence,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Overcame Equipment Problem; General Flight Cancelled / Delayed,Aircraft; Weather,Aircraft,Enroute ZZZ-ZZZ1 approximately in cruise going through precipitation; we engaged the engine cowl anti ice. We immediately got a Master Caution with both respective cowl valve lights illuminating. We ran the respective QRH Checklist. We notified Dispatch that suggested that because of the weather and precipitation enroute a return to the field (ZZZ) was the best course of action. We [requested priority handling]; notified ATC and Dispatch of an overweight landing condition when returning to the field. All subsequent checklists; to include the overweight landing and non routine landing considerations were adhered to. Landed back in ZZZ without any further issues Airport Rescue and Firefighting (ARFF) vehicles inspected the aircraft and we subsequently taxied back to the gate without issues. Cause: Mechanical failure.,B737 pilot reported engine cowl anti ice malfunction indication and return to departure airport.
2129098,202405,1201-1800,US,Air Carrier,Passenger,B737 Undifferentiated or Other Model,Cruise,Turbine Engine,Flight Attendant (On Duty),,Troubleshooting,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Deviation / Discrepancy - Procedural Clearance,Automation Aircraft Other Automation; Person Flight Crew,In-flight,Flight Crew Inflight Shutdown; Flight Crew Diverted; Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,About 40 mins after takeoff the pilots called and stated they may have to shut down the right engine and to wrap everything up just in case and be on standby. At XA:57 central the pilots called with brief info for a normal landing in ZZZ. Once we landed at XB:34 the pilots informed us that there was an oil fault with that engine and there would be another plane coming for the passengers to go to ZZZ1. They ZZZ airport provided a shuttle bus to transport passengers from the aircraft to the terminal. All passengers were informed to take all their belongings with them. All passengers were deplaned at XC:58. All passengers and crew were safe and unharmed.,B737 flight attendants reported being alerted to an engine shutdown which resulted in priority diversion to a safe landing.
2129596,202406,0001-0600,US,Air Carrier,Passenger,A320,Final Approach,Flap/Slat Control System,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,,Aircraft Equipment Problem Critical,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition,Aircraft,Aircraft,This was a Maintenance ferry flight. This occurred at about XA:00am. We flew ZZZ-ZZZ1 and this was the return flight. While tracking localizer inbound to Runway XXC into ZZZ; I called for flaps 2. At that time we received a master caution; with associated single chime and ECAM. Flight Control (F/CTL) Flaps Locked; Alignment Fault. We executed a successful go-around. We [requested priority].I transferred controls and radios to the First Officer (FO). I coordinated with Dispatch and Maintenance Control. The FO flew delay vectors; so we could run the checklist.We completed a safe landing and followed SOP and QRH procedures.,A320 flight crew reported during final approach they selected flaps 2 and received a master caution ECAM for a flight control fault /flap locked message.
2130810,202406,0601-1200,US,Air Carrier,Passenger,B737-800,Takeoff / Launch,Airspeed Indicator,Captain; Pilot Not Flying,Flight Crew Instrument; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),Workload; Troubleshooting,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,Person Flight Crew,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification; Flight Crew Returned To Departure Airport; General Maintenance Action; General Flight Cancelled / Delayed,Aircraft; Environment - Non Weather Related,Aircraft,On takeoff roll at approximately 110 kts; Auto throttle disconnected. I stated continue. Shortly after rotation; FO Noticed and stated airspeed wasn't right. I saw his airspeed was indicating approximately 120kts and rolling back. I did a crosscheck against both my airspeed and the standby instruments. Noticed the standby speed tape was also at approximately 120kts and rolling back. My airspeed indications were increasing and matching ground speed. I took control of the aircraft and pitched 10* and n1 80%. Airspeed unreliable memory items were actioned. The FO then sourced the QRC FOR AIRSPEED UNRELIABLE. At approximately 1500 ft. we [requested priority handling] with Tower and requested vectors for the ILS XXL. We then went to the FM (Flight Manual) Airspeed unreliable check list.  Climbed to 5000 ft. per ATC.  Upon level off noticed FOs airspeed around 110kts and altimeter reading 300-400 high. Standby speed indicating 60kts. Verified my airspeed with a crosscheck of both ground speed and ATC. Sent a diversion report to dispatch and briefed the Flight Attendants.  We then re-recruised the aircraft and performed the descent checklist; followed by landing checklist. On final approach noticed standby airspeed at 0kts and FOs IAS at 60kts. Landed ZZZ [airport] ILS XXL.Upon arrival at the gate we did a parking checklist. We were then meet by a mechanic and discussed our situation. He mentioned that there were a lot of bugs flying around; today. I then tried to enter the manual code for AIRSPEED UNRELIABLE; however; I kept receiving a fault message. I then followed up with dispatch and the Chief Pilot.  After consultation with the Chief Pilot; we were informed that there would be a crew swap. We remained on the aircraft for approximately 30-45 minutes. During; this time we kept the passengers apprised of the situation; and that a new crew was inbound to take the flight to ZZZZ [airport] in approximately 1-1 1/2 hours. Upon leaving the aircraft I went outside to talk with the mechanics and inform them I was unable to enter a manual code. I used one of the mechanic's tablet and wrote up; airspeed unreliable; FOs and standby indicator.,B737-800 flight crew reported unreliable airspeed indications on First Officer's and standby indicator during initial climb. Flight crew returned to departure airport and landed.
2130918,202406,0601-1200,US,Air Carrier,Passenger,A321,Climb; Initial Climb,Turbine Engine,Captain; Pilot Not Flying,Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine,Troubleshooting,Aircraft Equipment Problem Critical,Automation Aircraft Other Automation,In-flight,Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; Flight Crew Inflight Shutdown; General Flight Cancelled / Delayed,Aircraft; Weather,Aircraft,On initial climb out; received an ECAM message that stated the ENG 2 EGT Limits had been exceeded. This ECAM requires shutting down the ENG. We confirmed terrain clearance and entered holding at ZZZ [VOR]. FA's; PAX; Dispatch and ATC were notified.  Coordinated for vectors to RWY XXR. ECAM and ENG shutdown was accomplished during descent. Uneventful landing.    Cause: Old ENG with a TOGA takeoff on a hot day in ZZZ.  Solution: Send older aircraft to cooler climates.,A321 Captain reported receiving an alert message of #2 engine EGT limit exceedance during initial climb. Flight crew performed inflight shutdown and returned to departure airport.
2131571,202406,0601-1200,US,Air Carrier,Passenger,B737 MAX 9,Climb,Electrical Power,Pilot Flying; First Officer,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Troubleshooting,Aircraft Equipment Problem Critical,Automation Aircraft Other Automation,In-flight,Flight Crew FLC complied w / Automation / Advisory; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,During climb on the ZZZZZ departure the Master Caution light illuminated with ELEC as the system annunciation. The Master Caution was reset and the Captain began the QRH procedures. I was PF so I continued as PF and the Captain transferred ATC communications to me. The QRH procedure actioned first was the SOURCE OFF (Max) procedure. The checklist was accomplished and the decision tree led to a land at nearest suitable airport due to the SOURCE OFF light remaining illuminated after the APU was started. The QRH (Quick Reference Handbook) procedure for DRIVE light was accomplished next. During this time we asked ATC to keep us with ZZZ TRACON while we communicated with Dispatch.  We stopped the climb at 15000. After receiving a ACARS response from Dispatch that they would notify ZZZ Operations and Maintenance Control of a return to field we asked for lower to help burn fuel for an Overweight landing. The Captain reviewed verbally the FOM (Flight Operation Manual) guidance on overweight landing and we decided that it could be accomplished safely.  We continued with delay vectoring from ATC to review our plan. [Requested priority handling]. A normal approach and landing were accomplished to RWY XXL. We used FM (Flight Manual) performance numbers for MAX 9 landing distance flaps 40 and also sent for ACARS landing data since this was NOT an abnormal landing configuration.  Normal touchdown and rollout with autobrakes 2.  Taxi to gate X.  ELB (Electronic Logbook) entries were made and we were met by Maintenance.,B737 MAX 9 flight crew reported the Master Caution light illuminated and an electrical system annunciation displayed during departure climb. Flight crew returned to departure airport.
2131647,202406,1201-1800,,Air Carrier,Passenger,B737-400,Descent,Air Conditioning and Pressurization Pack,Captain; Pilot Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Communication Breakdown; Time Pressure; Troubleshooting,Aircraft Equipment Problem Critical; Deviation - Altitude Excursion From Assigned Altitude; Deviation / Discrepancy - Procedural Clearance,Automation Aircraft Other Automation,In-flight,Air Traffic Control Provided Assistance; Flight Crew FLC complied w / Automation / Advisory; Flight Crew Landed in Emergency Condition; Flight Crew Requested ATC Assistance / Clarification,Aircraft,Aircraft,On flight from ZZZ to ZZZ1; on Initial descent from FL320 to FL270 we were given the clearance to descent to FL270 followed by a second clearance to turn 15 degrees to the left. As we were approaching FL270 a sudden a simultaneous illumination of the red Cabin Altitude light and Horn sounded. My reaction was to execute the cabin rapid depressurization memory items followed by the reading of our QRH. The accomplishment of the immediate memory items by the Captain followed by the QRH read by First Officer in concurrence with the Captain. For us our priority was to aviate; navigate and then communicate. Because of the recognition of loss of pressurization and the constant sounding of the Horn and the attempt to control the cabin pressure by closing the outflow valve. We requested a lower altitude; however; due to the loud noises in the cabin and the use of oxygen mask; although we as crew had already established communications. The ATC  Controller couldn't hear our request for lower altitude. Which led her to [request priority handling] for us. To which we agreed and at the same time we continued our descend to 10;000FT as per the QRH. Upon reaching 10;000FT; the horn stopped sounding and the FO removed his oxygen mask first and everything was under control. Cause: The sudden Lost of the Left Pack.Suggestions: The good monitoring and maintenance of the aircraft's pressurization system.,B737 Captain reported failure of the left pack and loss of pressurization during cruise descent. Flight crew performed rapid descent and continued flight.
2131659,202406,,,Air Carrier,Passenger,A320,Climb,Hydraulic Syst Reservoir Tank,First Officer,Flight Crew Air Transport Pilot (ATP); Flight Crew Multiengine; Flight Crew Instrument,Troubleshooting,Aircraft Equipment Problem Critical,Automation Aircraft Other Automation,In-flight,Flight Crew FLC complied w / Automation / Advisory; Flight Crew Landed in Emergency Condition; Flight Crew Returned To Departure Airport; General Flight Cancelled / Delayed; General Maintenance Action,Aircraft,Aircraft,During climb; around 20 minutes after take-off; we had HYD Y RSVR LO LVL ECAM. We performed the ECAM actions. As expected; the ECAM switched from LO LVL to LO PR. Since there was no applicable QRH; we went through the manual procedure (HYD Y RSVR LO LVL; since that was the main/root issue). The manual pointed out the possibility of losing yellow accumulator pressure; so we started a timer (as per the manual procedure) to check the accumulator pressure later. It turned out that the accumulator was holding pressure normally. The manual procedure also stated there was a possibility of fuel consumption increased; if the spoiler's panel lost (2 and 4) were not completely retracted. On the F/CTLs synoptic page; the depiction indicated that the failed panels were in the completely retracted position and there was no 'FUEL CONSUMPT INCRSD' in the ECAM Status; but we wanted to be sure. We called the Flight Attendant (who was already aware of the issue since she called us to report service was done) and asked if they could verify if the spoilers were flush. Because they were not assertive in their answer; we decided that I should go back to the cabin and verify it. I did it and we ruled out the fuel consumption increase/fuel penalty factor. We kept track of the fuel consumption fix by fix and it was consistent with the flight release. We ran landing performance numbers on our EFB and the results were compatible with landing in ZZZ [airport]. We then decided to continue the flight to destination and communicated the issue and the decision to Dispatch; asking them to make arrangements for our tow to the gate. The captain made a PA to the passengers letting them know we would have to be towed to the gate after landing. Meanwhile; we started to get repetitive ECAM alerts (HYD Y RSVR LO LVL); so we decided to cancel it. Later on the flight; we decided to call dispatch and ask for ARFF (Airport Rescue and Firefighting) services to be standing by; just as a precaution for the (remote) possibility of fire from dripping hydraulic fluid onto the hot brakes. We descended to ZZZ and landed safely; stopping on the runway. We got towed into the gate uneventfully.,A320 Captain reported receiving a hydraulic fluid low level message during climb. Flight returned to departure airport and aircraft was towed to the gate.
2132780,202406,1801-2400,,Air Carrier,Passenger,B737 Undifferentiated or Other Model,Final Approach,,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,Communication Breakdown; Situational Awareness,ATC Issue All Types; Conflict Airborne Conflict; Conflict Ground Conflict; Critical,Person Flight Crew,In-flight,Air Traffic Control Separated Traffic; Flight Crew Executed Go Around / Missed Approach,Human Factors; Procedure,Human Factors,We were cleared for the visual approach on XXR. Tower attempted to have an Aircraft Y flight takeoff before us; but there was not enough separation. I called for a go around passing 200 ft as Aircraft Y was still rolling with no sign of the takeoff rotation.  We flew a standard go around with a Tower instructed turn to 260 and 3;100 ft.  The other aircraft was still on the runway even after we called the go around.  We would have collided mid air no question had we stayed runway heading.,Air carrier pilot reported a near miss on final approach with another aircraft that received ATC takeoff clearance on the same runway. Pilot performed a go around to avoid a collision.
